sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,c-0
id_02cb33e37,trt_cp,24,D1,0.1355,-0.5376,0.4883,-0.2932,0.3016,0.9452
id_02d0b8a41,trt_cp,72,D1,0.6312,0.0076,-0.8306,-0.3207,0.9843,0.4014
id_02d4fc86a,trt_cp,48,D2,0.1365,1.47,-0.398,-0.1234,-0.7173,0.2971
id_02d9e7c10,trt_cp,48,D1,0.3295,-0.0338,-0.1082,0.2361,0.3589,0.581
id_02e412b06,trt_cp,48,D1,0.2157,-0.9384,-0.758,0.7601,-1.047,-0.1228
id_02e87ef1b,trt_cp,24,D2,-0.2011,-0.7976,1.473,-0.314,0.1097,-0.5544
id_02e8f0488,trt_cp,48,D1,-0.4453,-0.5246,1.207,-0.5038,1.98,0.5905
id_02e97862b,trt_cp,72,D1,-0.0294,1.316,-0.3298,-0.1609,0.0075,-0.2112
id_02ea1d24d,trt_cp,72,D1,0.2764,0.3982,1.321,-0.0209,-0.0972,-0.3853
id_02f107491,trt_cp,24,D2,-0.5911,0.4654,0.4496,-0.5569,-0.1921,0.1868
id_02f5e8e31,trt_cp,72,D1,-0.3815,0.5489,-1.674,-0.5547,-0.2231,0.0828
id_02f75e527,trt_cp,24,D1,-1.968,-1.029,3.181,-1.056,0.19,1.326
id_02f8cc9c9,trt_cp,48,D1,0.0109,-0.3514,-0.3784,0.8365,1.186,-0.8346
id_02f9e8511,trt_cp,24,D1,-0.2335,0.3925,0.5223,-0.1021,0.0312,-0.4802
id_02fbfc86c,trt_cp,24,D2,-1.168,0.251,1.765,0.5552,-0.8558,-0.2775
id_0300b2550,trt_cp,72,D1,0.496,0.52,0.5721,-0.0626,-0.6899,0.0491
id_0300c1f7a,trt_cp,48,D2,0.2742,-0.1915,-0.1179,1.107,0.1186,0.2695
id_03033f263,trt_cp,72,D1,3.005,-1.518,0.3803,-1.397,3.281,-10
id_03059e32e,trt_cp,24,D2,-1.233,-1.268,0.9883,0.6395,-1.901,-0.1243
id_03091bb82,trt_cp,72,D1,0.5076,0.8475,-0.148,-0.5096,0.2638,-0.1424
id_030afe714,trt_cp,48,D1,1.822,-0.0163,-0.6556,-0.5146,-0.164,0.0009
id_030c91a99,trt_cp,24,D2,-0.1623,0.4205,-0.8101,-0.1416,-0.5226,0.1376
id_030e981da,trt_cp,72,D1,-0.4124,0.5788,-1.182,0.4691,-0.3137,0.5724
id_03137701c,trt_cp,24,D2,-1.372,-0.1245,1.118,-0.5404,-0.2274,-0.0166
id_0314fab9c,trt_cp,24,D2,-0.2221,-0.0285,-0.6113,0.2589,-0.111,-0.6505
id_0317f5a12,trt_cp,48,D1,0.1873,0.2048,-0.6512,-0.1791,-1.219,-0.1504
id_03199b81f,trt_cp,48,D2,-0.4643,-0.4485,-0.6423,0.116,-0.1137,0.9984
id_031ae839c,trt_cp,24,D1,0.1704,-0.9215,0.2228,0.0526,0.7833,-1.628
id_03232ce81,trt_cp,48,D1,0.8857,-0.4001,0.1142,0.8134,0.4692,0.6226
id_03237b046,trt_cp,48,D2,-1.357,0.3613,0.3838,0.9376,0.0539,0.8806
id_032f44bbf,trt_cp,48,D1,-0.5005,-0.6009,-1.276,0.3745,-0.1274,-0.9484
id_033492d88,trt_cp,48,D1,-0.0365,-0.8265,0.2295,-1.022,2.686,-0.9316
id_033cf584a,trt_cp,24,D2,0.0672,0.8619,-0.6342,-0.3956,0.6235,0.4793
id_033dfda16,trt_cp,48,D1,-0.6956,0.4062,0.799,0.396,-0.3789,-0.2772
id_0342d07e0,trt_cp,24,D2,-0.0045,1.022,1.657,-0.0998,-0.485,-0.7939
id_0343591d3,trt_cp,48,D1,0.2438,0.3135,-0.9506,0.0746,-0.0804,-0.4905
id_03495fee6,trt_cp,72,D2,-0.3047,-0.162,-0.0979,1.158,0.9837,-0.1663
id_034af0742,trt_cp,48,D1,1.866,-0.8712,0.6766,0.2664,-0.9588,0.1876
id_034de71b9,trt_cp,72,D1,0.8128,-0.3039,0.0948,0.0377,0.1982,-1.113
id_0353ca747,trt_cp,48,D1,-0.2475,-0.9746,0.9154,0.5871,0.7349,0.0035
id_0357299bc,trt_cp,72,D2,-1.242,-0.7264,0.186,0.7095,-0.9661,-0.3298
id_035c5cb20,trt_cp,24,D2,0.5745,0.2817,0.4839,-0.733,0.1975,0.4771
id_035d3f00d,trt_cp,72,D1,0.1115,-0.0181,0.1943,0.4039,-0.3041,0.0427
id_0366331b7,trt_cp,24,D1,-0.6439,-0.717,-0.4697,0.8152,-0.4523,0.602
id_0369e1b47,trt_cp,48,D2,2.226,-0.5256,1.711,2.265,0.0977,-0.0479
id_036f8d29e,trt_cp,24,D1,-0.9281,-0.1569,-0.1784,-0.0823,0.2344,-0.121
id_03741da7d,trt_cp,72,D1,0.6029,-0.9364,0.772,1.204,-1.157,0.5152
id_037748763,trt_cp,24,D1,-0.3162,-1.015,-0.4472,0.2509,-0.9075,-0.1851
id_03776c704,trt_cp,48,D2,0.1038,0.2568,-0.9228,-0.702,-0.4312,0.256
id_037a21cdf,trt_cp,24,D2,-0.2389,-0.526,0.8487,0.4006,-0.1564,-0.4325
id_038300792,trt_cp,72,D1,0.2132,0.3047,0.2225,0.3471,0.9735,0.0062
id_038675049,trt_cp,48,D1,0.4664,0.5724,0.5777,-0.7729,0.7884,0.1602
id_0388db71e,trt_cp,24,D2,-0.5243,-0.8189,0.965,0.459,-0.8669,1.266
id_038cf4f1b,trt_cp,24,D1,-0.2508,-0.0551,0.461,-0.1686,0.2356,-0.206
id_038de6eda,trt_cp,72,D2,0.1797,-0.1854,0.0483,0.0581,-0.3282,0.7184
id_0391c4468,trt_cp,72,D1,0.0936,-0.9157,-0.0495,0.4378,-0.3091,0.3133
id_03921ca7e,trt_cp,48,D1,0.4965,-0.1656,-0.4441,-0.2887,1.306,0.8105
id_0393ac9ae,trt_cp,48,D2,0.881,0.2387,0.4715,-0.0413,0.1556,0.0926
id_039427e27,trt_cp,24,D2,0.372,0.8476,-0.704,-1.038,0.7077,-0.6014
id_0394d3d38,trt_cp,72,D2,-0.7837,-0.6498,0.185,-0.1227,-0.3656,0.1677
id_039a40bd2,trt_cp,48,D1,-0.3382,-0.2492,-0.7681,0.0216,2.194,-1.292
id_039a6024d,trt_cp,24,D2,-0.4227,-1.794,2.615,0.1811,-0.2632,-0.1755
id_039ab27b6,trt_cp,72,D2,0.2851,0.8789,0.8874,-0.3749,1.224,-0.2033
id_039cfc65b,trt_cp,48,D2,0.4249,-0.5788,0.616,1.103,0.8268,-0.128
id_039ec0a59,trt_cp,48,D1,5.154,-1.74,0.5219,0.3595,0.1646,-9.058
id_03a148573,trt_cp,48,D2,-0.76,-0.8886,1.464,5.794,2.105,1.317
id_03a2ff06f,trt_cp,72,D1,0.0939,0.3567,-0.6508,-0.3416,-0.4264,0.1965
id_03a6b6129,trt_cp,24,D1,0.5066,-1.174,1.228,-0.1386,0.7526,0.6562
id_03adbd2e9,trt_cp,48,D2,-0.2467,0.2623,-0.6557,0.4879,0.3448,-1.774
id_03aeb5688,trt_cp,72,D1,0.2418,-0.0406,-0.6323,-1.415,0.786,0.625
id_03b10f32f,trt_cp,72,D1,0.3104,0.7786,-0.2988,-0.4132,-0.5134,-0.9317
id_03b3801ce,trt_cp,72,D1,0.3584,-0.1524,0.6599,0.2738,0.0179,1.106
id_03b3b0015,trt_cp,48,D1,0.3338,0.2506,-0.7819,-0.1655,-0.4261,-0.3147
id_03b676646,trt_cp,72,D2,-2.079,-0.5642,0.4058,-0.4433,-1.026,-0.9001
id_03b910fe7,trt_cp,48,D1,0.0772,0.267,-0.2767,0.5447,0.9799,-0.5258
id_03bc6d412,ctl_vehicle,48,D1,0.8431,0.0931,-0.0958,-0.4337,1.069,0.313
id_03bdbab43,trt_cp,72,D1,4.355,-1.438,0.5989,0.3048,3.365,-10
id_03c043141,trt_cp,24,D1,1.332,-1.418,-0.2546,-0.0984,0.591,0.6529
id_03c5df6d2,ctl_vehicle,24,D1,-0.6309,-0.7041,-0.1341,0.1831,-0.5232,0.26
id_03ccb7188,trt_cp,72,D1,-1.035,0.5573,0.7316,0.457,-0.4943,-0.0425
id_03cdc1e3d,ctl_vehicle,24,D2,0.7225,0.2397,-0.3496,-2.02,-0.3986,-0.0231
id_03d448466,trt_cp,72,D2,-0.0423,-0.2935,1.267,0.2722,0.8863,-0.9727
id_03d4e1eee,ctl_vehicle,48,D1,0.197,-0.382,-0.8852,-0.6695,-1.716,0.6048
id_03d57c47a,trt_cp,24,D1,0.0525,1.283,-0.3548,0.0921,0.6543,0.1447
id_03d687876,trt_cp,24,D1,0.4525,-0.9645,1.326,-0.4266,-0.2931,0.2065
id_03db4e0c9,trt_cp,48,D1,7.846,-0.96,1.768,1.944,2.363,-5.389
id_03dbc3ba0,trt_cp,48,D1,-0.1036,-1.592,0.1245,-0.2236,-0.0634,0.9943
id_03dd91d6c,trt_cp,24,D1,3.864,1.139,0.8857,1.861,0.5814,-5.003
id_03ddcc10b,trt_cp,24,D2,0.1537,-0.333,1.711,0.7688,0.3922,0.6395
id_03de5a1fc,trt_cp,72,D2,0.0428,-0.0546,-1.229,5.708,-0.4961,0.2333
id_03dfaea89,trt_cp,48,D2,-1.085,-0.2316,-0.7449,0.9058,0.0824,0.5529
id_03e015331,trt_cp,48,D1,-0.1388,0.3072,-0.4805,0.112,-1.473,-0.2798
id_03e046ece,ctl_vehicle,24,D2,0.7168,0.1077,1.279,0.2203,0.114,0.4728
id_03e2b01f2,trt_cp,72,D1,-0.1111,0.1256,-0.8692,-0.3278,0.5056,-0.1685
id_03e3a6c88,trt_cp,48,D1,-0.1343,0.1251,-1.299,-0.8822,0.1558,0.2122
id_03ebe50a1,trt_cp,24,D1,-0.849,0.5215,3.695,0.5858,-0.0008,0.0279
id_03ee69030,trt_cp,72,D2,4.464,0.1029,1.741,-1.487,2.506,-8.205
id_03ee99eeb,trt_cp,48,D1,-0.2061,0.7379,0.6452,0.0795,0.2416,-0.3377
id_03f1f6d7d,trt_cp,72,D1,0.5699,0.1848,0.9374,-0.738,0.5319,-0.0386
id_03f45f96c,trt_cp,48,D2,-0.33,0.1459,-0.5859,-0.1762,-0.3234,0.7008
id_0401ebb59,trt_cp,24,D1,2.948,0.7456,0.4551,0.2296,-0.0993,-2.319
id_0402f3976,trt_cp,24,D1,0.2653,-1.037,0.1849,-0.0483,-0.3307,0.5029
id_0403aeeaa,trt_cp,48,D1,0.1678,0.6476,-0.5442,-0.2125,2.593,-1.471
id_040417fb9,trt_cp,48,D1,-0.722,-0.8735,0.5452,0.6995,-1.084,0.098
id_0405b554c,trt_cp,48,D1,7.628,-3.36,0.2301,-2.644,2.467,-5.663
id_040956aef,trt_cp,72,D1,0.3243,-0.1445,0.5187,-1.003,-0.1222,-1.057
id_040d1db4b,trt_cp,24,D1,1.817,0.3706,3.511,-0.9623,0.4237,-0.8264
id_040d3e4fa,ctl_vehicle,24,D2,-0.7259,0.4036,0.0488,0.0269,-0.2523,-0.1993
id_041040719,trt_cp,24,D1,-0.5824,-0.1323,0.1096,-0.1093,-1.306,-0.3797
id_0412ac62d,trt_cp,48,D1,0.0027,0.2773,-0.0313,0.4374,0.4431,0.9272
id_04171c41d,trt_cp,48,D2,1.31,0.1118,-0.8514,-1.235,0.8205,0.0056
id_0417e8df2,trt_cp,48,D1,0.2268,-0.2906,-0.1563,-0.003,0.4933,0.7871
id_041beba5f,ctl_vehicle,24,D1,-0.8556,-0.822,-0.6563,0.2492,-0.4149,-0.4528
id_041c9ef8e,trt_cp,72,D2,-0.6733,-0.5121,0.2975,1.031,-0.3764,0.3297
id_041d3830e,ctl_vehicle,72,D2,0.3672,0.1793,-0.9174,0.2361,-0.5576,0.2077
id_04226b769,trt_cp,24,D1,-0.2028,-1.22,-0.6101,-0.3171,0.6485,-0.678
id_04244deaa,trt_cp,72,D1,0.9993,-0.7495,0.0629,-0.3699,1.075,0.2982
id_0424a1c67,trt_cp,72,D1,0.3936,-0.4153,0.0155,-0.5696,-0.4461,-0.1166
id_042d17a15,trt_cp,24,D1,0.8314,1.273,2.267,-1.036,0.951,0.4135
id_042d724d6,trt_cp,24,D2,1.131,-0.0707,-0.3096,0.6541,0.5235,0.3526
id_042e03163,trt_cp,48,D1,-0.1275,0.1867,1.243,0.3123,-0.2181,1.363
id_0432290a5,trt_cp,72,D1,-0.5859,0.0528,0.1039,0.7696,0.4983,0.3342
id_04356d6be,trt_cp,48,D2,-0.5046,0.1275,0.3123,0,-0.715,-0.3687
id_0435d7193,ctl_vehicle,24,D1,-0.0871,-0.3584,-0.4256,-0.5365,-0.7497,0.5876
id_04368170e,trt_cp,72,D1,-0.8806,0.2303,-0.9783,-0.7642,2.476,0.177
id_04372d73c,trt_cp,72,D2,8.499,1.947,2.864,-0.7456,5.687,-10
id_043cad7db,trt_cp,72,D2,-5.033,0.042,0.5749,0.3433,-0.1793,0.0991
id_044367eb7,trt_cp,24,D1,0.3932,-1.312,-0.2849,-0.4898,-0.8014,-0.5563
id_044718c9e,trt_cp,48,D1,0.2993,0.628,-0.6366,-0.2098,-0.3986,0.1791
id_04471f82a,trt_cp,24,D1,-1.192,-1.222,0.0668,0.8887,0.354,0.2863
id_0448572eb,trt_cp,24,D1,0.627,0.9238,-0.384,-0.5536,0.3834,-1.102
id_044912271,trt_cp,24,D2,-0.0177,-0.8913,2.039,1.345,0.0533,0.9736
id_04495c8c8,trt_cp,24,D1,0.0237,-0.7693,-0.2666,0.0654,-1.295,-1.071
id_044ebfd4a,trt_cp,48,D1,0.2687,1.024,1.254,0.4212,0.7011,0.6148
id_044f98b25,trt_cp,48,D2,0.174,0.3098,0.4728,-0.6967,-1.05,0.2602
id_0453e385b,trt_cp,24,D1,0.0473,-1.229,-0.1546,0.5332,-0.4909,-0.8437
id_0456e6cc2,trt_cp,72,D2,-0.9152,0.6837,-2.266,0.5902,-1.137,0.108
id_045985616,trt_cp,72,D2,-0.1315,0.1811,-0.1593,0.1991,0.3002,0.1378
id_045d1b7ce,trt_cp,72,D1,-0.5581,-2.174,-0.0635,0.5846,-1.812,0.5209
id_045d9c804,trt_cp,24,D2,0.1529,-0.1796,1.453,-0.0315,0.0665,0.632
id_045df8f64,trt_cp,72,D1,-0.122,-0.5798,0.1091,0.5642,-1.052,0.8059
id_046098431,ctl_vehicle,72,D1,-0.3013,-1.136,0.8375,0.5143,-0.3602,0.7939
id_04613f1ad,trt_cp,48,D2,4.315,3.278,1.478,-0.5224,3.688,-8.915
id_04627f6cf,trt_cp,48,D2,-0.4365,0.7674,-0.5086,-1.012,-0.3885,0.569
id_0464a03aa,trt_cp,48,D2,0.1734,-0.6098,0.6294,-1.09,-0.822,-0.5121
id_0468ecb01,trt_cp,24,D2,-0.696,0.5147,-0.5276,-0.3309,0.4373,-0.0166
id_046b5b1cf,trt_cp,24,D2,0.0941,-0.5002,1.369,-0.0819,0.1145,0.0747
id_046d8db84,trt_cp,24,D1,-0.2803,0.7926,-0.3436,-0.1777,0.5267,-0.0382
id_046f15ae4,trt_cp,72,D2,-1.789,-2.524,5.143,-2.064,-1.269,-4.331
id_0472e4637,trt_cp,72,D2,0.2871,0.4669,0.3626,-0.6076,-0.0771,-1.334
id_047537e4d,trt_cp,24,D2,-0.7546,0.5643,1.684,0.1443,-0.1355,0.0178
id_047715270,trt_cp,72,D1,5.874,-0.4165,0.4836,-1.22,1.114,-10
id_04778cacb,trt_cp,48,D2,-0.2065,0.6875,0.14,0.0065,0.0161,0.0646
id_04780e3e4,trt_cp,48,D2,0.7335,-1.03,1.277,1.636,0.3904,0.5365
id_047eb1868,trt_cp,72,D2,0.2172,0.1731,0.8423,-0.5839,0.0118,-0.4253
id_04819226e,trt_cp,24,D1,-0.5955,-0.0906,-0.2018,-0.4685,0.3663,-0.4586
id_0481e7f4b,trt_cp,24,D2,4.242,0.8118,0.0284,1.994,0.7662,-3.881
id_04827da4d,trt_cp,24,D1,0.138,-0.4997,-0.7182,-0.0936,0.1808,0.1081
id_04865a9b9,trt_cp,24,D2,-0.3191,-1.391,2.253,3.401,-1.052,0.0021
id_048a25f6d,trt_cp,48,D2,0.5667,1.513,-0.1068,0.1456,0.8588,-0.1138
id_048b6275f,trt_cp,24,D2,-0.031,0.1394,0.6297,1.155,0.0435,-0.5533
id_048cba0db,trt_cp,48,D2,-1.059,0.1386,2.28,-0.2755,-0.428,0.814
id_048cdfd4b,ctl_vehicle,48,D2,1.074,0.7718,0.9072,-0.8236,0.7745,-0.7173
id_048d2db1b,trt_cp,24,D2,-0.5306,-0.7292,0.8511,0.2487,-0.4771,-0.3872
id_0490d37cd,trt_cp,72,D1,0.368,0.4286,-0.9466,0.1396,1.069,-0.0359
id_049105679,ctl_vehicle,24,D1,-0.7922,-1.867,-0.4026,0.1173,-0.0379,0.2887
id_049457e6d,trt_cp,72,D1,-0.679,-0.2591,0.2618,-0.1406,-0.2872,0.2061
id_049604b47,trt_cp,48,D2,-0.8344,-0.1397,-1.03,-0.2253,-0.7976,-0.1527
id_049878d88,trt_cp,48,D1,-0.5157,0.1977,-0.7078,-0.2634,-0.4487,0.01
id_04990214e,trt_cp,72,D2,-0.1514,0.0377,-0.8641,-0.0456,-0.7958,0.1925
id_049e1bf88,trt_cp,48,D1,-0.235,-0.5994,0.337,-0.8367,-0.242,0.1128
id_04a1f5a6e,trt_cp,24,D2,0.2403,-0.8896,1.488,-0.1811,-1.121,-0.6272
id_04a50b246,trt_cp,72,D1,-0.7519,-0.1587,3.62,-0.06,-0.6804,0.3896
id_04aa7e465,trt_cp,72,D2,0.7064,0.2554,-0.7525,0.4683,0.256,-0.4545
id_04adcf161,trt_cp,24,D2,0.2206,0.7406,0.5441,-0.3145,0.1506,0.0319
id_04ae37769,trt_cp,48,D2,1.419,0.0848,1.171,0.5566,-0.0412,-0.0455
id_04b146d4d,trt_cp,48,D2,0.1764,1.039,0.0491,-0.4833,-0.4166,0.9688
id_04b217d00,trt_cp,24,D2,0.0152,-0.2117,0.0969,-0.0479,0.2679,0.0801
id_04b671b1e,trt_cp,48,D1,-0.5399,-0.3485,-0.4835,0.3419,0.1339,-0.2506
id_04c008e0e,trt_cp,72,D2,-1.033,2.09,-0.7155,0.3829,0.4564,0.5584
id_04c164dd4,trt_cp,48,D2,-0.0284,0.1659,-1.388,0.4543,-0.2443,0.3826
id_04c32bbd2,trt_cp,24,D2,-0.4968,-0.0828,-0.3751,-1.36,-0.2309,0.1829
id_04c5ffcfd,trt_cp,48,D2,-0.6569,0.4888,-0.8696,-0.2765,1.574,-0.0716
id_04cb4ecb4,trt_cp,48,D1,-0.1785,-0.1156,-0.7147,-0.6323,0.4452,-0.1654
id_04d5c9f3c,trt_cp,72,D2,-0.1931,-0.2128,-0.599,-0.708,-0.0251,0.7001
id_04d653fe4,trt_cp,72,D2,-0.0056,-0.3799,0.378,0.2118,-0.4475,-0.1277
id_04da0fb55,trt_cp,72,D2,-0.5767,0.4428,-0.104,0.5925,-0.0997,0.9438
id_04da5bea0,trt_cp,72,D2,-0.599,-1.123,0.2203,0.9651,0.364,-0.2819
id_04db8fcfd,trt_cp,48,D1,-0.8735,0.1533,-1.203,0.4715,-0.6244,0.301
id_04e619b65,trt_cp,24,D1,0.0092,-0.4096,0.7272,0.2948,1.189,-0.6365
id_04e7a9e1b,trt_cp,72,D1,-0.1375,-1.585,-0.5839,0.0932,0.6492,0.1675
id_04e7ef0c5,ctl_vehicle,24,D2,0.5805,0.2465,-0.8814,-0.7762,-0.2944,0.2492
id_04e848e80,trt_cp,72,D2,0.4399,0.9484,0.4872,0.1834,-0.3078,-0.0249
id_04e85bd3d,ctl_vehicle,24,D2,-0.0563,-0.8902,-0.5688,-0.1025,-0.2725,-0.139
id_04e8ce446,trt_cp,24,D2,-0.3296,-0.1437,-0.2972,-0.6916,0.2562,-0.0291
id_04eab6e8d,trt_cp,24,D1,-1.17,0.4921,-0.7569,-0.7965,0.5129,0.3767
id_04f45df68,ctl_vehicle,48,D1,-0.7226,-0.4974,0.1139,-0.5289,0.4692,0.6001
id_04f805f61,trt_cp,72,D2,6.036,0.4328,2.438,1.12,4.31,-10
id_04fd87377,trt_cp,48,D1,-0.1068,-0.0554,1.788,-0.5429,-0.584,-0.3161
id_04ff859c7,trt_cp,72,D2,0.2503,-1.244,0.0992,0.6898,-0.235,0.6138
id_04ffec848,trt_cp,72,D2,0.5297,1.726,-0.3474,0.4552,-1.49,-0.8245
id_0501cc8c0,trt_cp,24,D2,-0.1226,-0.1837,0.1382,0.5113,0.2637,-0.3505
id_050711b03,trt_cp,48,D2,-0.0837,-0.9841,-0.1092,0.1057,0.6787,0.1118
id_0507fd0bd,trt_cp,24,D2,-0.5426,-0.3785,-0.7144,-0.1886,-0.1639,0.0826
id_050b88c21,trt_cp,72,D1,-0.0613,0.6973,0.7141,-0.3824,-0.9075,0.2408
id_050e741df,ctl_vehicle,48,D1,-0.2145,-1.333,-0.2763,0.2543,-0.8323,0.8601
id_050f54b44,trt_cp,48,D1,1.179,-0.1161,2.742,-0.4981,-0.6227,1.12
id_0511cfda7,trt_cp,72,D2,-0.8686,0.233,-0.2659,0.562,0.5096,0.5119
id_0516434ac,trt_cp,48,D2,-0.3032,0.5053,-0.1406,-0.8476,0.653,-0.8698
id_051b04e7a,trt_cp,24,D2,-0.196,-0.0667,-0.9525,-0.425,-0.219,-0.4349
id_051bc3547,trt_cp,24,D1,-1.086,-1.596,-0.513,0.2131,-0.6589,-0.3456
id_051c94bc8,trt_cp,48,D2,-0.3736,-0.6426,0.1291,-0.0869,-0.4277,-0.1815
id_051ccced6,trt_cp,24,D2,0.2815,0.6312,0.1263,0.0065,0.3516,-0.1844
id_051dbf5c8,trt_cp,72,D1,0.3774,-0.7716,0.3808,0.0988,-0.0782,-0.7318
id_05227abd1,trt_cp,24,D2,-0.37,-1.182,-0.3298,1.156,-0.2675,1.378
id_0522a53df,ctl_vehicle,48,D1,-0.3448,-1.58,-0.3411,0.5194,-1.079,0.4515
id_052495ec9,ctl_vehicle,48,D1,-0.8782,-1.731,1.669,-0.4408,-2.228,-0.3163
id_052542ca1,trt_cp,72,D1,0.4191,-0.0062,-0.5853,0.6752,-0.2339,-0.8849
id_0526295a5,trt_cp,24,D1,-0.5652,0.3072,0.5809,-0.0129,-0.8619,-0.6662
id_05271b5aa,trt_cp,48,D1,1.055,0.0908,0.8518,0.2536,-0.3693,-0.3971
id_05287ba6c,trt_cp,72,D1,0.0809,-0.2199,-0.1823,0.7271,-1.504,0.348
id_0529498cb,trt_cp,48,D1,-0.0225,0.1963,-0.07,-0.2991,0.1851,-0.4453
id_052a78696,trt_cp,48,D1,0.3489,0.197,1.395,0.1521,-0.0772,-0.4519
id_052f54a1b,trt_cp,72,D2,-0.208,-0.4307,0.1892,-0.7546,-0.0828,1.609
id_0536d3269,ctl_vehicle,48,D2,-0.1893,0.5966,0.7621,1.328,-0.4782,-0.078
id_05375510c,trt_cp,72,D2,0.0712,-0.0709,0.9122,0.354,-0.0707,0.0958
id_053e02667,trt_cp,72,D2,0.7149,-0.1742,-1.15,-0.4498,-0.8503,0.8116
id_05400ab11,trt_cp,24,D2,-1.004,-1.647,2.938,1.159,-1.343,0.4481
id_0540547fa,trt_cp,24,D2,0.5314,0.9574,0.4162,-0.9956,0.8342,-0.4898
id_054206964,trt_cp,48,D1,-1.306,0.4056,1.67,-0.4175,-0.7492,0.737
id_0544f8fa6,trt_cp,72,D1,5.62,-1.224,1.91,-1.34,1.913,-9.965
id_05459baf6,trt_cp,48,D1,-0.3009,0.4079,1.362,-0.8283,-0.4166,-0.1741
id_0545ae188,trt_cp,24,D1,3.635,0.49,0.0916,0.3892,-0.2305,-0.6153
id_0546da774,trt_cp,72,D1,0.4093,-0.4374,0.308,1.918,1.833,0.1354
id_05487da6c,trt_cp,48,D2,-0.3399,-1.786,-0.7389,0.6163,-2.514,1.125
id_0548e212c,ctl_vehicle,48,D1,0.0192,-0.2656,-0.2114,0.4114,-0.5512,0.0166
id_054dd9e1d,trt_cp,48,D1,0.8536,0.0558,0.8438,-0.2637,-0.097,0.7317
id_054e0e423,trt_cp,72,D1,0.7074,-0.2379,1.013,0.9925,0.1654,0.4764
id_055047feb,trt_cp,24,D1,-0.0407,0.3329,1.565,0.0452,0.7605,0.4112
id_0551c9260,trt_cp,48,D2,1.063,-0.512,-0.0442,-0.4777,-0.3834,-0.6965
id_0552d7a6e,trt_cp,24,D1,0.7415,-0.0326,3.207,0.7952,-0.3469,0.6964
id_05561a0c3,trt_cp,24,D2,-0.0578,0.2862,3.596,-0.5706,-0.2927,0.5354
id_05573b066,trt_cp,48,D1,-0.7568,-0.1121,0.6212,0.664,-1.374,-0.2954
id_05584405a,trt_cp,48,D1,-0.1586,0.0696,1.943,-0.8144,-0.0379,0.3441
id_055d4f04f,ctl_vehicle,24,D1,0.2023,0.5221,0.4028,-0.3205,-0.595,-0.103
id_055def204,ctl_vehicle,24,D1,-0.3909,-0.1606,-0.7499,0.2708,0.8591,-0.584
id_055f00bf7,trt_cp,48,D2,-1.464,-0.2884,2.121,0.7282,-0.66,0.2496
id_0560f34cd,trt_cp,48,D2,0.3557,0.4904,-0.1977,-0.8803,0.6271,-0.6599
id_05617ce74,trt_cp,24,D1,-0.1313,0.6058,1.164,-0.0506,-0.9029,-1.505
id_0563e1056,trt_cp,48,D1,0.1594,0.1078,-0.223,0.5683,1.047,-0.6905
id_0565d8be2,trt_cp,24,D1,0.8358,0.0445,0.6127,-0.5484,-0.0477,0.9898
id_05664d45e,trt_cp,72,D2,-0.3574,-1.551,-4.653,0.635,-0.156,0.5828
id_0566db8ed,trt_cp,24,D2,-1.051,-0.5151,-0.7278,-0.22,-0.098,-0.2367
id_057162de2,trt_cp,48,D2,0.8477,-0.0136,0.6378,4.246,-0.5983,-2.386
id_057588ef8,trt_cp,24,D1,0.1399,-0.4564,0.6594,-0.5207,-0.0199,-1.233
id_0577dc7cb,trt_cp,48,D2,-0.3543,0.3699,-0.9067,-0.3389,0.0045,-0.0789
id_05786a8fd,trt_cp,72,D1,3.849,-1.222,0.575,-0.1626,0.8934,-10
id_057a29ae9,trt_cp,72,D1,6.177,-2.032,-0.0097,0.0577,4.238,-6.883
id_057c57231,trt_cp,48,D2,0.0325,0.3736,0.2826,-0.6536,0.0362,0.3814
id_057cb4ee2,ctl_vehicle,48,D1,-0.2295,-2.177,0.4385,0.8496,-0.8449,-1.347
id_057d81388,trt_cp,48,D1,0.1394,0.7422,0.3628,0.2317,-0.7023,0.063
id_057ff1bfb,trt_cp,48,D2,0.1172,0.7955,-0.5799,0.005,1.257,-0.8336
id_0581f64ee,trt_cp,48,D2,-1.069,0.3007,0.4503,-0.2527,-0.0098,-0.2019
id_0582e610a,trt_cp,48,D2,-1.036,-1.573,-1.147,-0.3481,-0.9701,0.4307
id_0583e4a97,trt_cp,24,D2,-1.464,-1.342,1.762,-0.1194,-1.477,-0.0571
id_058b09267,trt_cp,48,D2,-0.0721,-1.903,0.3971,-1.913,-0.7012,-3.378
id_05923ca7e,trt_cp,48,D2,0.7657,-0.1118,0.605,0.3735,0.0469,0.823
id_059593bb9,trt_cp,48,D2,1.003,-0.7433,0.6113,-0.652,2.582,0.3981
id_0598a396a,trt_cp,72,D1,0.2464,-0.5561,0.7973,-0.3094,-0.367,0.8874
id_059db2229,trt_cp,48,D2,-0.3871,-0.3938,0.0404,0.317,-0.0958,-0.8429
id_059df83ef,trt_cp,24,D2,0.3771,-0.9234,-0.3105,0.4608,-0.2446,-0.6474
id_05a43e02a,trt_cp,72,D1,2.082,-2.12,2.762,1.057,-2.389,-2.351
id_05a879aa0,ctl_vehicle,24,D2,-0.1163,0.4603,0.3068,0.5461,0.9413,-0.1271
